latitude,longitude,distance_from_last_point_m,cumulative_distance_m
40.81433,-73.96499,26.798,30284.591
40.81402,-73.96513,36.428,30321.019
40.81371,-73.9654,41.286,30362.305
40.81366,-73.96544,6.499,30368.805
40.8136,-73.96544,6.672,30375.476
40.81354,-73.96544,6.672,30382.148
40.81349,-73.96545,5.623,30387.771
40.81316,-73.9658,47.054,30434.825
40.81288,-73.966,35.393,30470.218
40.81278,-73.96611,14.469,30484.687
40.81261,-73.96618,19.8,30504.486
40.8120300013884,-73.9665900072125,73.143,30577.63
40.8114500013255,-73.9670000072569,73.143,30650.773
40.81087,-73.96741,73.143,30723.917
40.81047,-73.9676,47.265,30771.182
40.80993,-73.96799,68.431,30839.613
40.80967,-73.96812,30.912,30870.524
40.8093,-73.9684,47.413,30917.937
40.80901,-73.96853,34.052,30951.989
40.8087,-73.96875,39.129,30991.118
40.80847,-73.96898,32.075,31023.193
40.80773,-73.96947,92.041,31115.233
40.8073,-73.96981,55.723,31170.956
40.80716,-73.96995,19.524,31190.48
40.80698,-73.97004,21.401,31211.88
40.8064150006474,-73.9704700037757,72.504,31284.384
40.80585,-73.9709,72.504,31356.888
40.80546,-73.97121,50.61,31407.498
40.80529,-73.9713,20.364,31427.863
40.80467,-73.97175,78.66,31506.523
40.80453,-73.97189,19.524,31526.047
40.80409,-73.97224,57.11,31583.157
40.80391,-73.97234,21.713,31604.87
40.80355,-73.97265,47.783,31652.653
40.8027580051907,-73.9731980261526,99.415,31752.068
40.8019660077886,-73.9737460392264,99.415,31851.483
40.8011740077939,-73.974294039222,99.415,31950.898
40.8003820052068,-73.97484202614,99.415,32050.313
40.79959,-73.97539,99.415,32149.727
40.79911,-73.97577,62.224,32211.952
40.79899,-73.97583,14.267,32226.219
40.7982166731869,-73.9763800320422,97.662,32323.881
40.7974433437621,-73.9769300512691,97.662,32421.544
40.7966700117257,-73.9774800576815,97.662,32519.206
40.7958966770779,-73.9780300512798,97.662,32616.868
40.7951233398188,-73.9785800320646,97.662,32714.53
40.79435,-73.97913,97.662,32812.193
40.7935700012895,-73.9796950067018,98.918,32911.11
40.79279,-73.98026,98.918,33010.028
40.79258,-73.98044,27.837,33037.864
40.79245,-73.98057,18.131,33055.995
40.7918000010207,-73.9810400045525,82.398,33138.393
40.79115,-73.98151,82.398,33220.791
40.79085,-73.98166,35.669,33256.46
40.79041,-73.98195,54.679,33311.139
40.7896825032019,-73.9824475163537,91.094,33402.233
40.7889550042671,-73.982945021806,91.094,33493.327
40.7882275031958,-73.9834425163574,91.094,33584.421
40.7875,-73.98394,91.094,33675.515
40.7868933348788,-73.984363341069,76.295,33751.809
40.7862866682106,-73.9847866744033,76.295,33828.104
40.78568,-73.98521,76.295,33904.399
40.7851000013087,-73.9856033402216,72.498,33976.897
40.7845200012819,-73.9859966735731,72.498,34049.396
40.78394,-73.98639,72.498,34121.894
40.7832133356631,-73.9869066779542,91.767,34213.662
40.7824866690218,-73.9874233446027,91.767,34305.429
40.78176,-73.98794,91.767,34397.196
40.78121,-73.98819,64.678,34461.875
40.7807000006696,-73.9885450026382,64.105,34525.979
40.78019,-73.9889,64.105,34590.084
40.77968,-73.98884,56.934,34647.018
40.77937,-73.98904,38.364,34685.382
40.77914,-73.98912,26.447,34711.829
40.779,-73.98917,16.127,34727.955
40.77888,-73.98926,15.345,34743.301
40.77843,-73.9897,62.26,34805.561
40.77775,-73.99011,83.121,34888.682
40.77757,-73.99027,24.127,34912.809
40.7774,-73.99048,25.884,34938.693
40.77714,-73.99087,43.752,34982.445
40.777,-73.99099,18.559,35001.004
40.77692,-73.99109,12.249,35013.253
40.77672,-73.99118,23.495,35036.748
40.77648,-73.99127,27.742,35064.49
40.77635,-73.99127,14.455,35078.945
40.77626,-73.99132,10.857,35089.802
40.77608,-73.99146,23.229,35113.031
40.77595,-73.99167,22.84,35135.87
40.77587,-73.99194,24.414,35160.284
40.7757,-73.99226,32.915,35193.199
40.77558,-73.99235,15.345,35208.544
40.77543,-73.99244,18.32,35226.864
40.77535,-73.99247,9.247,35236.112
40.77507,-73.99244,31.237,35267.349
40.77497,-73.99249,11.89,35279.238
40.7749,-73.99254,8.849,35288.088
40.77483,-73.99266,12.755,35300.843
40.7742550005173,-73.9930500034697,71.878,35372.721
40.77368,-73.99344,71.878,35444.599
40.77356,-73.99361,19.57,35464.169
40.77343,-73.99369,15.948,35480.117
40.77333,-73.99373,11.618,35491.735
40.77309,-73.9937,26.806,35518.541
40.77233,-73.99425,96.367,35614.909
40.7718700005237,-73.9946150025676,59.674,35674.583
40.77141,-73.99498,59.674,35734.257
40.77131,-73.99503,11.89,35746.147
40.7707350001009,-73.995100000596,64.208,35810.355
40.77016,-73.99517,64.208,35874.564
40.77009,-73.99526,10.864,35885.428
40.77004,-73.99536,10.091,35895.519
40.76995,-73.9953,11.211,35906.729
40.76985,-73.99526,11.619,35918.348
40.76975,-73.9953,11.619,35929.966
40.76943,-73.99553,40.512,35970.479
40.76879,-73.99602,82.263,36052.742
40.76869,-73.99583,19.485,36072.227
40.76845,-73.99597,29.175,36101.402
40.7684,-73.99598,5.623,36107.025
40.76808,-73.9962,40.117,36147.142
40.7673580048304,-73.9967280229328,91.775,36238.916
40.7666360072544,-73.9972560343922,91.775,36330.691
40.7659140072719,-73.9977840343788,91.775,36422.466
40.7651920048832,-73.998312022893,91.775,36514.24
40.76447,-73.99884,91.775,36606.015
40.76441,-73.99896,12.11,36618.125
40.7639550005008,-73.9993050023716,58.343,36676.468
40.7635,-73.99965,58.343,36734.812
40.7631900010566,-74.0001500023681,54.42,36789.231
40.76288,-74.00065,54.42,36843.651
40.76282,-74.0008,14.287,36857.938
40.76287,-74.00123,36.639,36894.577
40.76214,-74.00175,92.233,36986.81
40.7615150008742,-74.0022150044163,79.772,37066.582
40.76089,-74.00268,79.772,37146.354
40.76084,-74.00283,13.803,37160.157
40.76005,-74.00338,99.31,37259.467
40.75945,-74.00382,76.319,37335.785
40.75938,-74.00381,7.829,37343.615
40.75931,-74.00367,14.129,37357.743
40.75924,-74.0037,8.184,37365.927
40.758473340013,-74.0042566987716,97.293,37463.22
40.7577066773512,-74.0048133847024,97.293,37560.513
40.7569400120146,-74.0053700577932,97.293,37657.805
40.7561733440035,-74.0059267180443,97.293,37755.098
40.7554066733179,-74.0064833654566,97.293,37852.391
40.75464,-74.00704,97.293,37949.684
40.75453,-74.00713,14.39,37964.074
40.75418,-74.00738,44.25,38008.324
40.75379,-74.00751,44.727,38053.051
40.75378,-74.00766,12.684,38065.735
40.75375,-74.00775,8.282,38074.017
40.75369,-74.00784,10.099,38084.116
40.7529233339967,-74.0081233398784,88.527,38172.643
40.7521566673005,-74.0084066732225,88.527,38261.17
40.75139,-74.00869,88.527,38349.697
40.75138,-74.00869,1.112,38350.809
40.75124,-74.00875,16.367,38367.177
40.75053,-74.00871,79.02,38446.197
40.75,-74.00873,58.957,38505.154
40.7498,-74.00882,23.496,38528.65
40.74948,-74.00905,40.515,38569.165
40.7494,-74.00905,8.896,38578.061
40.74934,-74.009,7.89,38585.951
40.74916,-74.00881,25.628,38611.578
40.74907,-74.00877,10.56,38622.138
40.749,-74.00874,8.184,38630.322
40.74884,-74.00876,17.871,38648.192
40.74875,-74.00879,10.322,38658.514
40.74871,-74.00882,5.116,38663.63
40.74871,-74.00881,0.842,38664.472
40.74866,-74.00878,6.107,38670.579
40.74862,-74.0086,15.802,38686.381
40.74859,-74.0086,3.336,38689.717
40.74848,-74.00823,33.483,38723.2
40.7484,-74.00808,15.453,38738.653
40.7476250002251,-74.0082150047217,86.923,38825.576
40.7468500002929,-74.0083500062968,86.923,38912.499
40.7460750002034,-74.0084850047254,86.923,38999.422
40.7453,-74.00862,86.923,39086.346
40.74488,-74.0087,47.186,39133.531
40.74414,-74.0089,83.992,39217.523
40.74394,-74.00887,22.382,39239.905
40.74309,-74.00902,95.357,39335.262
40.74287,-74.00908,24.98,39360.241
40.7428,-74.00914,9.281,39369.522
40.74227,-74.00924,59.532,39429.055
40.7421,-74.00931,19.802,39448.856
40.7413450002363,-74.0094700017895,85.027,39533.884
40.74059,-74.00963,85.027,39618.911
40.74051,-74.00971,11.161,39630.072
40.74021,-74.00992,37.76,39667.832
40.73958,-74.0102,73.918,39741.75
40.73928,-74.0103,34.406,39776.156
40.73921,-74.01035,8.85,39785.006
40.7384560000821,-74.0104100027187,83.993,39869.0
40.7377020001332,-74.0104700040771,83.993,39952.993
40.7369480001532,-74.0105300040755,83.993,40036.986
40.7361940001421,-74.0105900027138,83.993,40120.979
40.73544,-74.01065,83.993,40204.973
40.7349450001574,-74.0106950003213,55.172,40260.144
40.73445,-74.01074,55.172,40315.316
40.73375,-74.01082,78.128,40393.444
40.73359,-74.01085,17.97,40411.414
40.7327,-74.01091,99.093,40510.507
40.73183,-74.01102,97.183,40607.689
40.73145,-74.01103,42.262,40649.952
40.7309349999808,-74.0110700003116,57.364,40707.316
40.73042,-74.01111,57.364,40764.681
40.72973,-74.0112,77.098,40841.779
40.7289900001568,-74.0112700007656,82.495,40924.274
40.72825,-74.01134,82.495,41006.77
40.72813,-74.01137,13.581,41020.35
40.72809,-74.01133,5.581,41025.931
40.7279,-74.01136,21.278,41047.209
40.72788,-74.01138,2.79,41049.999
40.7271500001102,-74.0114500007593,81.386,41131.386
40.72642,-74.01152,81.386,41212.772
40.7257800000456,-74.0116500012557,72.003,41284.775
40.72514,-74.01178,72.003,41356.778
40.72439,-74.01191,84.113,41440.89
40.7237033334811,-74.0120466694893,77.218,41518.108
40.7230166668009,-74.0121833361586,77.218,41595.326
40.72233,-74.01232,77.218,41672.543
40.72231,-74.01233,2.378,41674.921
40.72168,-74.01246,70.904,41745.826
40.72149,-74.01252,21.724,41767.549
40.72128,-74.01257,23.728,41791.277
40.72096,-74.01284,42.236,41833.513
40.72029,-74.01295,75.075,41908.588
40.72011,-74.01288,20.866,41929.455
40.72002,-74.01285,10.322,41939.777
40.7198,-74.01288,24.593,41964.37
40.71975,-74.01286,5.81,41970.179
40.7192050001643,-74.0129750009189,61.371,42031.551
40.71866,-74.01309,61.371,42092.922
40.71828,-74.0132,43.259,42136.181
40.7183850025748,-74.0139749986543,66.35,42202.531
40.71849,-74.01475,66.35,42268.882
40.71849,-74.01487,10.113,42278.995
40.71842,-74.015,13.44,42292.435
40.71857,-74.01607,91.706,42384.141
40.71864,-74.01666,50.329,42434.47
40.71861,-74.0167,4.743,42439.212
40.71817,-74.01676,49.186,42488.399
40.71734,-74.01691,93.154,42581.552
40.71735,-74.01691,1.112,42582.664
40.7165933335807,-74.017050003168,84.961,42667.625
40.7158366669922,-74.0171900031534,84.961,42752.586
40.71508,-74.01733,84.961,42837.547
40.7144850001309,-74.0174200007898,66.594,42904.141
40.71389,-74.01751,66.594,42970.736
40.71388,-74.01738,11.013,42981.749
40.71385,-74.0172,15.533,42997.282
40.71372,-74.01684,33.609,43030.891
40.71347,-74.01624,57.707,43088.598
40.71271,-74.01642,85.859,43174.458
40.71211,-74.01657,67.904,43242.362
40.71208,-74.01661,4.743,43247.105
40.71209,-74.01668,6.004,43253.109
40.71226,-74.01771,88.848,43341.957
40.71226,-74.01781,8.429,43350.385
40.71224,-74.01783,2.791,43353.176
40.7114150002073,-74.0180050021523,92.914,43446.09
40.71059,-74.01818,92.914,43539.004
40.7101000000227,-74.0183100009699,55.576,43594.58
40.70961,-74.01844,55.576,43650.157
40.70885,-74.01862,85.859,43736.016
40.70883,-74.01854,7.1,43743.116
40.70852,-74.01862,35.124,43778.24
40.70851,-74.01862,1.112,43779.352
40.70814,-74.01871,41.836,43821.188
40.70785,-74.018,67.981,43889.169
40.70775,-74.0178,20.195,43909.364
40.70751,-74.018,31.566,43940.929
40.70725,-74.01813,30.918,43971.847
40.70711,-74.01823,17.703,43989.55
40.70701,-74.01799,23.085,44012.634
40.70696,-74.01801,5.81,44018.444
40.70693,-74.018,3.441,44021.885
40.70677,-74.01763,35.906,44057.791
40.70652,-74.01779,30.898,44088.688
40.70627,-74.0179,29.304,44117.993
40.70606,-74.01797,24.085,44142.077
40.70586,-74.01801,22.493,44164.571
40.70578,-74.01801,8.896,44173.466
40.70554,-74.01797,26.899,44200.365
40.70539,-74.01791,17.429,44217.794
40.7052,-74.01778,23.8,44241.594
40.70501,-74.01755,28.675,44270.269
40.70491,-74.01735,20.196,44290.464
40.70487,-74.01721,12.612,44303.076
40.70478,-74.01725,10.56,44313.636
40.70473,-74.01709,14.588,44328.224
40.7047,-74.0168,24.672,44352.896
40.70475,-74.01577,87.001,44439.898
40.70474,-74.01557,16.896,44456.793
40.70462,-74.01492,56.393,44513.186
40.70452,-74.01445,41.149,44554.336
40.70447,-74.01439,7.516,44561.852
40.70438,-74.01437,10.149,44572.0
40.70367,-74.01451,79.826,44651.826
40.70323,-74.01457,49.187,44701.013
40.70308,-74.01454,16.87,44717.882
40.70276,-74.01438,38.053,44755.935
40.70228,-74.01393,65.481,44821.416
40.70228,-74.01368,21.074,44842.49
40.70221,-74.01368,7.784,44850.274
40.70212,-74.01361,11.618,44861.892
40.70193,-74.01332,32.311,44894.202
40.70181,-74.01321,16.249,44910.451
40.70161,-74.01308,24.792,44935.244
40.70153,-74.0131,9.054,44944.298
40.70151,-74.01284,22.03,44966.328
40.70154,-74.01264,17.187,44983.515
40.70147,-74.01258,9.283,44992.797
40.70144,-74.0124,15.536,45008.333
40.70138,-74.01236,7.475,45015.809
40.70126,-74.01231,13.993,45029.802
40.70124,-74.01227,4.039,45033.841
40.7014750042017,-74.0112850034086,87.049,45120.89
40.70171,-74.0103,87.049,45207.939
40.7019,-74.00957,65.063,45273.003
40.70196,-74.0094,15.808,45288.81
40.70206,-74.00919,20.905,45309.716
40.7024850020627,-74.008490004551,75.599,45385.315
40.70291,-74.00779,75.599,45460.915
40.70298,-74.00774,8.852,45469.766
40.70323,-74.00769,28.116,45497.883
40.70314,-74.0077,10.043,45507.926
40.70308,-74.00761,10.103,45518.029
40.70316,-74.0075,12.85,45530.878
40.7036400025486,-74.0067350054754,83.709,45614.587
40.70412,-74.00597,83.709,45698.297
40.70409,-74.00591,6.059,45704.356
40.70409,-74.00586,4.215,45708.57
40.70429,-74.00556,33.676,45742.246
40.70431,-74.00546,8.718,45750.964
40.70453,-74.0052,32.845,45783.809
40.70506,-74.00437,91.478,45875.287
40.70523,-74.00412,28.309,45903.596
40.70538,-74.00395,21.99,45925.586
40.705685000866,-74.0034750023427,52.472,45978.058
40.70599,-74.003,52.472,46030.531
40.70614,-74.00286,20.432,46050.962
40.70656,-74.00211,78.599,46129.561
40.70674,-74.00226,23.674,46153.236
40.70724,-74.00139,92.027,46245.262
40.70713,-74.0013,14.393,46259.655
40.7074450014797,-74.000700002978,61.52,46321.175
40.70776,-74.0001,61.52,46382.694
40.70785,-74.00017,11.617,46394.312
40.70807,-73.99978,40.977,46435.289
40.70813,-73.99972,8.372,46443.661
40.70854,-73.99901,75.233,46518.893
40.70864,-73.99884,18.138,46537.031
40.70881,-73.99843,39.391,46576.422
40.70897,-73.99784,52.817,46629.239
40.70904,-73.99785,7.829,46637.068
40.7091600023681,-73.9971100013,63.785,46700.854
40.70928,-73.99637,63.785,46764.639
40.70931,-73.99592,38.076,46802.715
40.7094450032271,-73.9950550017608,74.439,46877.154
40.70958,-73.99419,74.439,46951.593
40.7096,-73.9939,24.545,46976.138
40.70945,-73.99389,16.701,46992.838
40.70929,-73.99385,18.108,47010.946
40.7094250107769,-73.9929375055532,78.365,47089.311
40.709560014369,-73.9920250074063,78.365,47167.675
40.709695010776,-73.9911125055595,78.365,47246.04
40.70983,-73.9902,78.365,47324.404
40.70983,-73.99021,0.843,47325.247
40.70991,-73.98968,45.55,47370.797
40.7102,-73.98975,32.782,47403.579
40.7103140165083,-73.9887720066864,83.402,47486.981
40.7104280247631,-73.9877940100238,83.402,47570.383
40.7105420247645,-73.9868160100124,83.402,47653.785
40.7106560165123,-73.9858380066524,83.402,47737.187
40.71077,-73.98486,83.402,47820.589
40.71078,-73.98458,23.627,47844.216
40.710840010311,-73.9836875024016,75.521,47919.737
40.7109000137485,-73.9827950031947,75.521,47995.258
40.7109600103125,-73.9819025023793,75.521,48070.78
40.71102,-73.98101,75.521,48146.301
40.71102,-73.98102,0.843,48147.144
40.71104,-73.98079,19.513,48166.657
40.71107,-73.98066,11.454,48178.111
40.71148,-73.98067,45.598,48223.709
40.71152,-73.9807,5.116,48228.825
40.71152,-73.98063,5.9,48234.725
40.71215,-73.98071,70.377,48305.102
40.71216,-73.9806,9.338,48314.439
40.71228,-73.98063,13.581,48328.02
40.7123500052577,-73.9795250013269,93.46,48421.48
40.71242,-73.97842,93.46,48514.94
40.71242,-73.97843,0.843,48515.782
40.71244,-73.97809,28.743,48544.525
40.7132250005003,-73.9776950047441,93.421,48637.947
40.71401,-73.9773,93.421,48731.368
40.71426,-73.97709,32.955,48764.323
40.71463,-73.9769,44.149,48808.472
40.71461,-73.97685,4.765,48813.237
40.7153,-73.97649,82.506,48895.743
40.71532,-73.97654,4.765,48900.508
40.71584,-73.97628,61.834,48962.342
40.7164050002741,-73.9760350020727,66.131,49028.474
40.71697,-73.97579,66.131,49094.605
40.71735,-73.9756,45.187,49139.792
40.71768,-73.97547,38.295,49178.087
40.71822,-73.97533,61.194,49239.28
40.71872,-73.97525,56.005,49295.285
40.71876,-73.97535,9.529,49304.814
40.71879,-73.97545,9.064,49313.878
40.71882,-73.97561,13.891,49327.769
40.71912,-73.97551,34.407,49362.176
40.719290003104,-73.9763649975644,74.494,49436.67
40.71946,-73.97722,74.494,49511.165
40.7197566708945,-73.9779199937592,67.59,49578.754
40.7200533375606,-73.9786199937579,67.59,49646.344
40.72035,-73.97932,67.59,49713.933
40.72037,-73.97959,22.863,49736.796
40.72048,-73.97995,32.712,49769.508
40.72047,-73.97999,3.55,49773.058
40.72054,-73.98015,15.569,49788.627
40.72054,-73.98022,5.899,49794.526
40.72082,-73.98114,83.55,49878.076
40.72073,-73.98119,10.858,49888.935
40.72082,-73.98114,10.858,49899.793
40.72087,-73.9813,14.585,49914.378
40.72106,-73.98118,23.423,49937.801
40.72171,-73.9807,82.827,50020.628
40.72232,-73.98028,76.508,50097.136
40.7229366684506,-73.9798266750594,78.494,50175.63
40.7235533351277,-73.9793733417184,78.494,50254.124
40.72417,-73.97892,78.494,50332.619
40.72468,-73.97856,64.314,50396.933
40.7253100027845,-73.978095013216,80.267,50477.2
40.7259400037032,-73.9776300176286,80.267,50557.467
40.7265700027559,-73.9771650132376,80.267,50637.734
40.7272,-73.9767,80.267,50718.002
40.7276950004048,-73.9763500026909,62.445,50780.447
40.72819,-73.976,62.445,50842.892
40.72818,-73.976,1.112,50844.004
40.72858,-73.97574,49.581,50893.585
40.72871,-73.97577,14.675,50908.26
40.7290700126474,-73.9766259814778,82.493,50990.752
40.7294300189716,-73.9774819722174,82.493,51073.245
40.7297900189724,-73.978337972219,82.493,51155.738
40.7301500126498,-73.9791939814827,82.493,51238.231
40.73051,-73.98005,82.493,51320.723
